"address","addressCity","addressState","addressStreet","addressZipcode","area","availabilityDate","baths","beds","brokerName","countryCurrency","hasAdditionalAttributions","id","isFeaturedListing","isHomeRec","isSaved","isUndisclosedAddress","isUserClaimingOwner","latLong/latitude","latLong/longitude","list","openHouseDescription","openHouseStartDate","price","shouldShowZestimateAsPrice","statusText","statusType","unformattedPrice","variableData/text","variableData/type","zpid"
"3535 W Monte Cristo Ave UNIT 113A, Phoenix, AZ 85053","Phoenix","AZ","3535 W Monte Cristo Ave UNIT 113A","85053","1324",,"2","2","My Home Group Real Estate","$","true","7945838","false","false","false","false","false","33.629944","-112.13525","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$325,000","false","Townhouse for sale","FOR_SALE","325000","Open: Sun. 11am-2pm","OPEN_HOUSE","7945838"
"26223 N 45th Pl, Phoenix, AZ 85050","Phoenix","AZ","26223 N 45th Pl","85050","1700",,"2","4","RE/MAX Fine Properties","$","true","7983896","false","false","false","false","false","33.7234","-111.98442","true","Open House - 10:00 AM - 3:00 PM","2024-06-01T10:00:00","$600,000","false","House for sale","FOR_SALE","600000","Open: Sat. 10am-3pm","OPEN_HOUSE","7983896"
"3615 E Clarendon Ave, Phoenix, AZ 85018","Phoenix","AZ","3615 E Clarendon Ave","85018","1797",,"3","3","My Home Group Real Estate","$","true","7564928","false","false","false","false","false","33.49167","-112.00343","true","Open House - 1:00 - 4:00 PM","2024-05-31T13:00:00","$844,999","false","House for sale","FOR_SALE","844999","Open: Fri. 1-4pm","OPEN_HOUSE","7564928"
"3031 W Juana Ct, Phoenix, AZ 85083","Phoenix","AZ","3031 W Juana Ct","85083","1751",,"2","3","HomeSmart","$","true","55264986","false","false","false","false","false","33.74447","-112.125046","true","Open House - 10:00 AM - 3:00 PM","2024-06-01T10:00:00","$485,000","false","House for sale","FOR_SALE","485000","Open: Sat. 10am-3pm","OPEN_HOUSE","55264986"
"14771 N 100th Way, Scottsdale, AZ 85260","Scottsdale","AZ","14771 N 100th Way","85260","2780",,"3","5","Realty ONE Group","$","true","8044348","false","false","false","false","false","33.620888","-111.86688","true","Open House - 11:00 AM - 3:00 PM","2024-06-02T11:00:00","$989,999","false","House for sale","FOR_SALE","989999","Open: Sun. 11am-3pm","OPEN_HOUSE","8044348"
"6602 E Cholla St, Scottsdale, AZ 85254","Scottsdale","AZ","6602 E Cholla St","85254","5063",,"5","5","NORTH&CO.","$","true","7863997","false","false","false","false","false","33.589897","-111.938614","true","Open House - 10:00 AM - 5:00 PM","2024-05-30T10:00:00","$4,175,000","false","House for sale","FOR_SALE","4175000","Open: Thu. 10am-5pm","OPEN_HOUSE","7863997"
"9826 N 85th St, Scottsdale, AZ 85258","Scottsdale","AZ","9826 N 85th St","85258","2544",,"3","4","LPT Realty, LLC","$","true","7865629","false","false","false","false","false","33.57405","-111.89671","true","Open House - 11:00 AM - 2:00 PM","2024-05-30T11:00:00","$1,950,000","false","House for sale","FOR_SALE","1950000","Open: Thu. 11am-2pm","OPEN_HOUSE","7865629"
"2911 N 48th Pl, Phoenix, AZ 85018","Phoenix","AZ","2911 N 48th Pl","85018","2512",,"3","3","RETSY","$","true","60034383","false","false","false","false","false","33.48049","-111.97705","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$799,000","false","House for sale","FOR_SALE","799000","Open: Sat. 12-3pm","OPEN_HOUSE","60034383"
"1733 W Myrna Ln, Tempe, AZ 85284","Tempe","AZ","1733 W Myrna Ln","85284","1917",,"2","3","HomeSmart","$","true","240316865","false","false","false","false","false","33.32793","-111.96623","true","Open House - 4:00 - 6:00 PM","2024-05-30T16:00:00","$775,000","false","House for sale","FOR_SALE","775000","Open: Thu. 4-6pm","OPEN_HOUSE","240316865"
"10232 N 54th Pl, Paradise Valley, AZ 85253","Paradise Valley","AZ","10232 N 54th Pl","85253","4169",,"3","5","NORTH&CO.","$","true","7828179","false","false","false","false","false","33.58034","-111.96453","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$2,550,000","false","House for sale","FOR_SALE","2550000","Open: Sat. 11am-3pm","OPEN_HOUSE","7828179"
"8208 E Morgan Trl, Scottsdale, AZ 85258","Scottsdale","AZ","8208 E Morgan Trl","85258","2482",,"2","3","Real Broker","$","true","7865240","false","false","false","false","false","33.5774","-111.90456","true","Open House - 1:00 - 4:00 PM","2024-05-30T13:00:00","$1,260,000","false","House for sale","FOR_SALE","1260000","Open: Thu. 1-4pm","OPEN_HOUSE","7865240"
"6505 S 4th St, Phoenix, AZ 85042","Phoenix","AZ","6505 S 4th St","85042","1392",,"2","3","Venture REI, LLC","$","true","300105994","false","false","false","false","false","33.38755","-112.06811","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$399,999","false","House for sale","FOR_SALE","399999","Open: Sat. 10am-12pm","OPEN_HOUSE","300105994"
"5908 W Running Deer Trl, Phoenix, AZ 85083","Phoenix","AZ","5908 W Running Deer Trl","85083","3065",,"3","4","West USA Realty","$","true","59268860","false","false","false","false","false","33.73797","-112.187355","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$720,000","false","House for sale","FOR_SALE","720000","Open: Sat. 10am-2pm","OPEN_HOUSE","59268860"
"4002 E Wescott Dr, Phoenix, AZ 85050","Phoenix","AZ","4002 E Wescott Dr","85050","1772",,"2","3","eXp Realty","$","true","8014557","false","false","false","false","false","33.659653","-111.99605","true","Open House - 2:00 - 5:00 PM","2024-05-31T14:00:00","$575,000","false","House for sale","FOR_SALE","575000","Open: Fri. 2-5pm","OPEN_HOUSE","8014557"
"9711 E Mountain View Rd UNIT 2543, Scottsdale, AZ 85258","Scottsdale","AZ","9711 E Mountain View Rd UNIT 2543","85258","644",,"1","1","NORTH&CO.","$","true","8059796","false","false","false","false","false","33.574345","-111.87029","true","Open House - 1:00 - 6:00 PM","2024-05-31T13:00:00","$280,000","false","Apartment for sale","FOR_SALE","280000","Open: Fri. 1-6pm","OPEN_HOUSE","8059796"
"7448 N 44th Ave, Glendale, AZ 85301","Glendale","AZ","7448 N 44th Ave","85301","908",,"2","2","Keller Williams Arizona Realty","$","true","7725430","false","false","false","false","false","33.54524","-112.15305","true","Open House - 3:00 - 6:00 PM","2024-05-30T15:00:00","$284,900","false","Townhouse for sale","FOR_SALE","284900","Open: Thu. 3-6pm","OPEN_HOUSE","7725430"
"6939 E Granada Rd, Scottsdale, AZ 85257","Scottsdale","AZ","6939 E Granada Rd","85257","1984",,"4","4","W and Partners, LLC","$","true","7569304","false","false","false","false","false","33.468334","-111.930984","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$859,000","false","House for sale","FOR_SALE","859000","Open: Sat. 10am-1pm","OPEN_HOUSE","7569304"
"4023 N 33rd St, Phoenix, AZ 85018","Phoenix","AZ","4023 N 33rd St","85018","1921",,"2","3","Russ Lyon Sotheby's International Realty","$","true","7565633","false","false","false","false","false","33.49436","-112.01001","true","Open House - 1:00 - 4:00 PM","2024-05-31T13:00:00","$750,000","false","House for sale","FOR_SALE","750000","Open: Fri. 1-4pm","OPEN_HOUSE","7565633"
"10341 W Quail Ave, Peoria, AZ 85382","Peoria","AZ","10341 W Quail Ave","85382","1611",,"2","3","DRH Properties Inc","$","true","348834714","false","false","false","false","false","33.67725","-112.28255","true","Open House - 10:00 AM - 6:00 PM","2024-06-01T10:00:00","$539,990","false","New construction","FOR_SALE","539990","Open: M: 12:00 PM-6:00 ...","OPEN_HOUSE","348834714"
"10304 W Quail Ave, Peoria, AZ 85382","Peoria","AZ","10304 W Quail Ave","85382","2679",,"4","4","DRH Properties Inc","$","true","349602739","false","false","false","false","false","33.677715","-112.28169","true","Open House - 10:00 AM - 6:00 PM","2024-06-01T10:00:00","$679,990","false","House for sale","FOR_SALE","679990","Open: Sat. 10am-6pm","OPEN_HOUSE","349602739"
"7211 W Southgate Ave, Phoenix, AZ 85043","Phoenix","AZ","7211 W Southgate Ave","85043","2938",,"3","5","Equity Realty Group, LLC","$","true","95125621","false","false","false","false","false","33.41128","-112.21556","true","Open House - 10:00 AM - 3:00 PM","2024-06-01T10:00:00","$469,989","false","House for sale","FOR_SALE","469989","Open: Sat. 10am-3pm","OPEN_HOUSE","95125621"
"1509 W Lynwood St, Phoenix, AZ 85007","Phoenix","AZ","1509 W Lynwood St","85007","1567",,"3","3","Mountain Sage Realty","$","true","7520958","false","false","false","false","false","33.464466","-112.091805","true","Open House - 1:30 - 5:30 PM","2024-05-31T13:30:00","$899,900","false","House for sale","FOR_SALE","899900","Open: Fri. 1:30-5:30pm","OPEN_HOUSE","7520958"
"344 E Pasadena Ave, Phoenix, AZ 85012","Phoenix","AZ","344 E Pasadena Ave","85012","1782",,"2","3","HomeSmart","$","true","7801090","false","false","false","false","false","33.510494","-112.06744","true","Open House - 0:00 - 3:30 PM","2024-06-01T12:00:00","$874,000","false","House for sale","FOR_SALE","874000","Open: Sat. 12-3:30pm","OPEN_HOUSE","7801090"
"1973 E Clubhouse Dr, Phoenix, AZ 85048","Phoenix","AZ","1973 E Clubhouse Dr","85048","3667",,"4","4","Real Broker","$","true","8162333","false","false","false","false","false","33.30015","-112.041145","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$1,275,000","false","House for sale","FOR_SALE","1275000","Open: Sat. 11am-2pm","OPEN_HOUSE","8162333"
"5026 E Anderson Dr, Scottsdale, AZ 85254","Scottsdale","AZ","5026 E Anderson Dr","85254","1958",,"3","3","DRH Properties Inc","$","true","349552252","false","false","false","false","false","33.64362","-111.9724","true","Open House - 11:00 AM - 5:00 PM","2024-06-01T11:00:00","$644,990","false","New construction","FOR_SALE","644990","Open: Sat. 11am-5pm","OPEN_HOUSE","349552252"
"8300 E Dixileta Dr UNIT 305, Scottsdale, AZ 85266","Scottsdale","AZ","8300 E Dixileta Dr UNIT 305","85266","3701",,"4","5","Keller Williams Arizona Realty","$","true","8035958","false","false","false","false","false","33.75818","-111.90455","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$1,649,000","false","House for sale","FOR_SALE","1649000","Open: Sat. 12-3pm","OPEN_HOUSE","8035958"
"4122 W Electra Ln, Glendale, AZ 85310","Glendale","AZ","4122 W Electra Ln","85310","1525",,"2","3","The Agency","$","true","7930257","false","false","false","false","false","33.699043","-112.14903","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$465,000","false","House for sale","FOR_SALE","465000","Open: Sat. 10am-12pm","OPEN_HOUSE","7930257"
"4348 W Sandra Cir, Glendale, AZ 85308","Glendale","AZ","4348 W Sandra Cir","85308","1911",,"2","4","Opendoor Brokerage, LLC","$","true","7950365","false","false","false","false","false","33.642605","-112.15273","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$500,000","false","House for sale","FOR_SALE","500000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7950365"
"4423 E Turney Ave, Phoenix, AZ 85018","Phoenix","AZ","4423 E Turney Ave","85018","3052",,"4","5","NORTH&CO.","$","true","7837207","false","false","false","false","false","33.499725","-111.985794","true","Open House - 2:00 - 5:00 PM","2024-05-30T14:00:00","$1,849,000","false","House for sale","FOR_SALE","1849000","Open: Thu. 2-5pm","OPEN_HOUSE","7837207"
"7301 E Claremont St, Scottsdale, AZ 85250","Scottsdale","AZ","7301 E Claremont St","85250","2300",,"3","3","Engel & Voelkers Scottsdale","$","true","7857562","false","false","false","false","false","33.52784","-111.92397","true","Open House - 10:00 AM - 0:00 PM","2024-05-31T10:00:00","$1,099,000","false","House for sale","FOR_SALE","1099000","Open: Fri. 10am-12pm","OPEN_HOUSE","7857562"
"1745 E Paradise Ln, Phoenix, AZ 85022","Phoenix","AZ","1745 E Paradise Ln","85022","2384",,"2","3","NORTH&CO.","$","true","8004488","false","false","false","false","false","33.63297","-112.044365","true","Open House - 10:00 AM - 0:00 PM","2024-06-02T10:00:00","$699,000","false","House for sale","FOR_SALE","699000","Open: Sun. 10am-12pm","OPEN_HOUSE","8004488"
"13620 N 19th Pl, Phoenix, AZ 85022","Phoenix","AZ","13620 N 19th Pl","85022","2079",,"3","3","Coldwell Banker Realty","$","true","7818838","false","false","false","false","false","33.61027","-112.041176","true","Open House - 11:30 AM - 1:30 PM","2024-06-01T11:30:00","$575,000","false","House for sale","FOR_SALE","575000","Open: Sat. 11:30am-1:30pm","OPEN_HOUSE","7818838"
"12474 N 82nd St, Scottsdale, AZ 85260","Scottsdale","AZ","12474 N 82nd St","85260","7948",,"7","6","RETSY","$","true","7863051","false","false","false","false","false","33.60032","-111.90466","true","Open House - 11:00 AM - 3:00 PM","2024-05-30T11:00:00","$5,795,000","false","New construction","FOR_SALE","5795000","Open: Thu. 11am-3pm","OPEN_HOUSE","7863051"
"8614 E Highland Ave, Scottsdale, AZ 85251","Scottsdale","AZ","8614 E Highland Ave","85251","2900",,"4","4","eXp Realty","$","true","7849112","false","false","false","false","false","33.505955","-111.89527","true","Open House - 1:00 - 4:30 PM","2024-05-30T13:00:00","$1,400,000","false","House for sale","FOR_SALE","1400000","Showcase","SHOWCASE","7849112"
"18194 N 59th Ln, Glendale, AZ 85308","Glendale","AZ","18194 N 59th Ln","85308","2336",,"3","4","Century 21 Toma Partners","$","true","7900414","false","false","false","false","false","33.650497","-112.188675","true","Open House - 1:00 - 5:00 PM","2024-05-31T13:00:00","$598,000","false","House for sale","FOR_SALE","598000","Open: Fri. 1-5pm","OPEN_HOUSE","7900414"
"316 E El Camino Dr, Phoenix, AZ 85020","Phoenix","AZ","316 E El Camino Dr","85020","1927",,"3","3","West USA Realty","$","true","7793746","false","false","false","false","false","33.55757","-112.06886","true","Open House - 10:00 AM - 2:00 PM","2024-05-31T10:00:00","$775,000","false","House for sale","FOR_SALE","775000","Showcase","SHOWCASE","7793746"
"3955 E Crest Ln, Phoenix, AZ 85050","Phoenix","AZ","3955 E Crest Ln","85050","3786",,"4","5","The Agency","$","true","67775990","false","false","false","false","false","33.688934","-111.98947","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$1,295,000","false","House for sale","FOR_SALE","1295000","Open: Sat. 11am-2pm","OPEN_HOUSE","67775990"
"11638 E Bella Vista Dr, Scottsdale, AZ 85259","Scottsdale","AZ","11638 E Bella Vista Dr","85259","2278",,"2","2","RETSY","$","true","8063159","false","false","false","false","false","33.568584","-111.83019","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$850,000","false","House for sale","FOR_SALE","850000","Open: Sat. 11am-3pm","OPEN_HOUSE","8063159"
"26025 N 41st Way, Phoenix, AZ 85050","Phoenix","AZ","26025 N 41st Way","85050","2102",,"2","4","West USA Realty","$","true","7985478","false","false","false","false","false","33.723312","-111.992714","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$850,000","false","House for sale","FOR_SALE","850000","Open: Sat. 11am-3pm","OPEN_HOUSE","7985478"
"5615 E Century Ln, Scottsdale, AZ 85254","Scottsdale","AZ","5615 E Century Ln","85254","1347",,"2","2","HomeSmart","$","true","7827791","false","false","false","false","false","33.589222","-111.959885","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$549,900","false","Townhouse for sale","FOR_SALE","549900","Open: Sun. 11am-2pm","OPEN_HOUSE","7827791"
"4218 N 45th Pl, Phoenix, AZ 85018","Phoenix","AZ","4218 N 45th Pl","85018","3960",,"5","5","RETSY","$","true","7837340","false","false","false","false","false","33.49723","-111.98452","true","Open House - 1:00 - 3:00 PM","2024-05-31T13:00:00","$2,375,000","false","House for sale","FOR_SALE","2375000","Open: Fri. 1-3pm","OPEN_HOUSE","7837340"
"2122 W Virginia Ave, Phoenix, AZ 85009","Phoenix","AZ","2122 W Virginia Ave","85009","2150",,"2","4","eXp Realty","$","true","7519342","false","false","false","false","false","33.477108","-112.1053","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$540,000","false","House for sale","FOR_SALE","540000","Open: Sat. 11am-3pm","OPEN_HOUSE","7519342"
"8652 E Via De Los Libros, Scottsdale, AZ 85258","Scottsdale","AZ","8652 E Via De Los Libros","85258","2770",,"3","4","Berkshire Hathaway HomeServices Arizona Properties","$","true","7879437","false","false","false","false","false","33.5448","-111.89412","true","Open House - 3:00 - 6:00 PM","2024-05-31T15:00:00","$1,699,000","false","House for sale","FOR_SALE","1699000","Open: Fri. 3-6pm","OPEN_HOUSE","7879437"
"207 W Roma Ave, Phoenix, AZ 85013","Phoenix","AZ","207 W Roma Ave","85013","1049",,"2","3","HomeSmart","$","true","7770148","false","false","false","false","false","33.500896","-112.07678","true","Open House - 4:00 - 6:00 PM","2024-05-30T16:00:00","$625,000","false","House for sale","FOR_SALE","625000","Open: Thu. 4-6pm","OPEN_HOUSE","7770148"
"6831 E Joan De Arc Ave, Scottsdale, AZ 85254","Scottsdale","AZ","6831 E Joan De Arc Ave","85254","3835",,"4","5","DPR Realty LLC","$","true","7861806","false","false","false","false","false","33.607372","-111.933044","true","Open House - 1:30 - 5:30 PM","2024-05-31T13:30:00","$2,190,000","false","House for sale","FOR_SALE","2190000","Open: Fri. 1:30-5:30pm","OPEN_HOUSE","7861806"
"9009 W Vogel Ave, Peoria, AZ 85345","Peoria","AZ","9009 W Vogel Ave","85345","1563",,"2","3","Realty ONE Group","$","true","7696663","false","false","false","false","false","33.571182","-112.25322","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$415,000","false","House for sale","FOR_SALE","415000","Open: Sat. 11am-2pm","OPEN_HOUSE","7696663"
"1218 W Myrna Ln, Tempe, AZ 85284","Tempe","AZ","1218 W Myrna Ln","85284","1661",,"2","3","Russ Lyon Sotheby's International Realty","$","true","8151538","false","false","false","false","false","33.32862","-111.95912","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$507,000","false","House for sale","FOR_SALE","507000","Open: Sun. 12-3pm","OPEN_HOUSE","8151538"
"9424 E Hidden Spur Trl, Scottsdale, AZ 85255","Scottsdale","AZ","9424 E Hidden Spur Trl","85255","4562",,"5","6","RE/MAX Fine Properties","$","true","71602344","false","false","false","false","false","33.645103","-111.877304","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$2,895,000","false","House for sale","FOR_SALE","2895000","Open: Sat. 11am-3pm","OPEN_HOUSE","71602344"
"1110 E Milada Dr, Phoenix, AZ 85042","Phoenix","AZ","1110 E Milada Dr","85042","1756",,"2","3","The Brokery","$","true","55273142","false","false","false","false","false","33.364067","-112.05941","true","Open House - 4:00 - 6:00 PM","2024-05-30T16:00:00","$425,000","false","House for sale","FOR_SALE","425000","Open: Thu. 4-6pm","OPEN_HOUSE","55273142"
"215 W Las Palmaritas Dr, Phoenix, AZ 85021","Phoenix","AZ","215 W Las Palmaritas Dr","85021","1976",,"2","3","RE/MAX Professionals","$","true","7794930","false","false","false","false","false","33.557793","-112.077705","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$900,000","false","House for sale","FOR_SALE","900000","Open: Sun. 11am-2pm","OPEN_HOUSE","7794930"
"12178 E Palomino Rd, Scottsdale, AZ 85259","Scottsdale","AZ","12178 E Palomino Rd","85259","3625",,"3","4","Keller Williams Realty Phoenix","$","true","95138856","false","false","false","false","false","33.570717","-111.818245","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$1,850,000","false","House for sale","FOR_SALE","1850000","Open: Sat. 11am-2pm","OPEN_HOUSE","95138856"
"1826 E Minnezona Ave, Phoenix, AZ 85016","Phoenix","AZ","1826 E Minnezona Ave","85016","1756",,"3","4","Copper Summit Real Estate LLC","$","true","7804066","false","false","false","false","false","33.502956","-112.04202","true","Open House - 10:30 AM - 1:30 PM","2024-06-02T10:30:00","$690,000","false","House for sale","FOR_SALE","690000","Open: Sun. 10:30am-1:30pm","OPEN_HOUSE","7804066"
"9954 E Gray Rd, Scottsdale, AZ 85260","Scottsdale","AZ","9954 E Gray Rd","85260","3752",,"4","4","Hallmark Properties","$","true","62694537","false","false","false","false","false","33.614647","-111.86635","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$1,820,000","false","House for sale","FOR_SALE","1820000","Open: Sat. 10am-2pm","OPEN_HOUSE","62694537"
"2940 E Daley Ln, Phoenix, AZ 85050","Phoenix","AZ","2940 E Daley Ln","85050","3121",,"4","4","Realty ONE Group","$","true","300111519","false","false","false","false","false","33.693703","-112.018105","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$1,550,000","false","House for sale","FOR_SALE","1550000","Open: Sat. 11am-3pm","OPEN_HOUSE","300111519"
"6070 W Lone Cactus Dr, Glendale, AZ 85308","Glendale","AZ","6070 W Lone Cactus Dr","85308","2993",,"3","4","Hague Partners","$","true","7887907","false","false","false","false","false","33.67688","-112.190346","true","Open House - 1:00 - 3:00 PM","2024-06-01T13:00:00","$840,000","false","House for sale","FOR_SALE","840000","Open: Sat. 1-3pm","OPEN_HOUSE","7887907"
"1720 E Crocus Dr, Phoenix, AZ 85022","Phoenix","AZ","1720 E Crocus Dr","85022","2720",,"3","5","HomeSmart","$","true","8009528","false","false","false","false","false","33.61649","-112.04477","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$799,900","false","House for sale","FOR_SALE","799900","Open: Sat. 10am-1pm","OPEN_HOUSE","8009528"
"1725 W Lawrence Ln, Phoenix, AZ 85021","Phoenix","AZ","1725 W Lawrence Ln","85021","1996",,"3","4","eXp Realty","$","true","7782420","false","false","false","false","false","33.564133","-112.09652","true","Open House - 10:00 AM - 2:00 PM","2024-06-02T10:00:00","$725,000","false","House for sale","FOR_SALE","725000","Open: Sun. 10am-2pm","OPEN_HOUSE","7782420"
"9913 E South Bend Dr, Scottsdale, AZ 85255","Scottsdale","AZ","9913 E South Bend Dr","85255","3317",,"3","4","Berkshire Hathaway HomeServices Arizona Properties","$","true","95075949","false","false","false","false","false","33.640507","-111.86724","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$1,395,000","false","House for sale","FOR_SALE","1395000","Open: Sat. 12-3pm","OPEN_HOUSE","95075949"
"2014 E Sharon Dr, Phoenix, AZ 85022","Phoenix","AZ","2014 E Sharon Dr","85022","1812",,"2","4","HomeSmart","$","true","8010450","false","false","false","false","false","33.61157","-112.03851","true","Open House - 2:00 - 6:00 PM","2024-05-31T14:00:00","$529,900","false","House for sale","FOR_SALE","529900","Open: Fri. 2-6pm","OPEN_HOUSE","8010450"
"8146 N 17th Dr, Phoenix, AZ 85021","Phoenix","AZ","8146 N 17th Dr","85021","1681",,"2","4","West USA Realty","$","true","7780004","false","false","false","false","false","33.556423","-112.09746","true","Open House - 11:00 AM - 2:00 PM","2024-05-31T11:00:00","$575,000","false","House for sale","FOR_SALE","575000","Open: Fri. 11am-2pm","OPEN_HOUSE","7780004"
"6326 E Sandra Ter, Scottsdale, AZ 85254","Scottsdale","AZ","6326 E Sandra Ter","85254","3006",,"3","4","eXp Realty","$","true","8030833","false","false","false","false","false","33.635185","-111.94329","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$1,400,000","false","House for sale","FOR_SALE","1400000","Open: Sat. 10am-1pm","OPEN_HOUSE","8030833"
"7430 E Coronado Rd, Scottsdale, AZ 85257","Scottsdale","AZ","7430 E Coronado Rd","85257","1344",,"2","3","eXp Realty","$","true","7579481","false","false","false","false","false","33.46813","-111.92043","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$625,000","false","House for sale","FOR_SALE","625000","Open: Sat. 10am-2pm","OPEN_HOUSE","7579481"
"8755 W Rockwood Dr, Peoria, AZ 85382","Peoria","AZ","8755 W Rockwood Dr","85382","1590",,"2","2","Keller Williams Realty Professional Partners","$","true","7892289","false","false","false","false","false","33.65305","-112.24777","true","Open House - 11:00 AM - 1:00 PM","2024-05-31T11:00:00","$499,000","false","House for sale","FOR_SALE","499000","Open: Fri. 11am-1pm","OPEN_HOUSE","7892289"
"9324 N 109th Pl, Scottsdale, AZ 85259","Scottsdale","AZ","9324 N 109th Pl","85259","3237",,"3","4","Superlative Realty","$","true","8061053","false","false","false","false","false","33.571064","-111.84358","true","Open House - 1:00 - 3:30 PM","2024-05-30T13:00:00","$1,350,000","false","House for sale","FOR_SALE","1350000","Open: Thu. 1-3:30pm","OPEN_HOUSE","8061053"
"10815 N 55th Dr, Glendale, AZ 85304","Glendale","AZ","10815 N 55th Dr","85304","3353",,"3","5","My Home Group Real Estate","$","true","7736476","false","false","false","false","false","33.58451","-112.17778","true","Open House - 11:00 AM - 3:00 PM","2024-06-02T11:00:00","$679,000","false","House for sale","FOR_SALE","679000","Open: Sun. 11am-3pm","OPEN_HOUSE","7736476"
"4401 N 40th St APT 8, Phoenix, AZ 85018","Phoenix","AZ","4401 N 40th St APT 8","85018","1024",,"2","2","Williams Luxury Homes","$","true","7836373","false","false","false","false","false","33.500767","-111.99512","true","Open House - 0:00 - 3:00 PM","2024-05-30T12:00:00","$499,777","false","Apartment for sale","FOR_SALE","499777","Open: Thu. 12-3pm","OPEN_HOUSE","7836373"
"746 E Rose Marie Ln, Phoenix, AZ 85022","Phoenix","AZ","746 E Rose Marie Ln","85022","2368",,"3","3","Libertas Real Estate","$","true","49641337","false","false","false","false","false","33.652905","-112.063644","true","Open House - 9:00 AM - 0:00 PM","2024-06-01T09:00:00","$510,000","false","House for sale","FOR_SALE","510000","Open: Sat. 9am-12pm","OPEN_HOUSE","49641337"
"3524 W Paradise Ln, Phoenix, AZ 85053","Phoenix","AZ","3524 W Paradise Ln","85053","2276",,"2","4","NORTH&CO.","$","true","7946486","false","false","false","false","false","33.632694","-112.1348","true","Open House - 2:00 - 5:00 PM","2024-05-30T14:00:00","$559,900","false","House for sale","FOR_SALE","559900","Open: Thu. 2-5pm","OPEN_HOUSE","7946486"
"17850 N 68th St #2151, Phoenix, AZ 85054","Phoenix","AZ","17850 N 68th St #2151","85054","1814",,"2","2","HomeSmart","$","true","125124255","false","false","false","false","false","33.647743","-111.935616","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$625,000","false","Apartment for sale","FOR_SALE","625000","Open: Sat. 11am-2pm","OPEN_HOUSE","125124255"
"602 E Port Au Prince Ln, Phoenix, AZ 85022","Phoenix","AZ","602 E Port Au Prince Ln","85022","1976",,"2","3","Real Broker","$","true","7962976","false","false","false","false","false","33.623928","-112.06601","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$595,000","false","House for sale","FOR_SALE","595000","Open: Sat. 10am-12pm","OPEN_HOUSE","7962976"
"9630 W Quail Track Dr, Peoria, AZ 85383","Peoria","AZ","9630 W Quail Track Dr","85383","2903",,"3","4","My Home Group Real Estate","$","true","67763239","false","false","false","false","false","33.73098","-112.26705","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$830,000","false","House for sale","FOR_SALE","830000","Open: Sat. 10am-1pm","OPEN_HOUSE","67763239"
"6515 E Friess Dr, Scottsdale, AZ 85254","Scottsdale","AZ","6515 E Friess Dr","85254","3390",,"3","4","Keller Williams Realty Sonoran Living","$","true","8025711","false","false","false","false","false","33.612923","-111.94043","true","Open House - 4:00 - 7:00 PM","2024-05-31T16:00:00","$1,800,000","false","House for sale","FOR_SALE","1800000","Open: Fri. 4-7pm","OPEN_HOUSE","8025711"
"16033 N 45th Pl, Phoenix, AZ 85032","Phoenix","AZ","16033 N 45th Pl","85032","2038",,"2","3","Berkshire Hathaway HomeServices Arizona Properties","$","true","8020156","false","false","false","false","false","33.633","-111.982796","true","Open House - 11:00 AM - 1:00 PM","2024-06-01T11:00:00","$675,000","false","House for sale","FOR_SALE","675000","Open: Sat. 11am-1pm","OPEN_HOUSE","8020156"
