"address","addressCity","addressState","addressStreet","addressZipcode","area","availabilityDate","baths","beds","brokerName","countryCurrency","hasAdditionalAttributions","id","isFeaturedListing","isHomeRec","isSaved","isUndisclosedAddress","isUserClaimingOwner","latLong/latitude","latLong/longitude","list","openHouseDescription","openHouseStartDate","price","shouldShowZestimateAsPrice","statusText","statusType","unformattedPrice","variableData/text","variableData/type","zpid"
"17620 N 17th Pl UNIT 34, Phoenix, AZ 85022","Phoenix","AZ","17620 N 17th Pl UNIT 34","85022","1207",,"3","2","Opendoor Brokerage, LLC","$","true","8000871","false","false","false","false","false","33.646866","-112.04558","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$317,000","false","Townhouse for sale","FOR_SALE","317000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","8000871"
"11061 N 111th Way, Scottsdale, AZ 85259","Scottsdale","AZ","11061 N 111th Way","85259","1471",,"2","3","HomeSmart","$","true","8050748","false","false","false","false","false","33.58717","-111.840965","true","Open House - 0:00 - 2:30 PM","2024-06-01T12:00:00","$579,000","false","House for sale","FOR_SALE","579000","Open: Sat. 12-2:30pm","OPEN_HOUSE","8050748"
"7751 E Glenrosa Ave APT C5, Scottsdale, AZ 85251","Scottsdale","AZ","7751 E Glenrosa Ave APT C5","85251","957",,"1","2","eXp Realty","$","true","7846319","false","false","false","false","false","33.498177","-111.91428","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$370,000","false","Apartment for sale","FOR_SALE","370000","Open: Sat. 10am-1pm","OPEN_HOUSE","7846319"
"7002 S 42nd Way, Phoenix, AZ 85042","Phoenix","AZ","7002 S 42nd Way","85042","939",,"2","2","Realty ONE Group","$","true","7552172","false","false","false","false","false","33.38345","-111.99026","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$325,000","false","Townhouse for sale","FOR_SALE","325000","Open: Sat. 10am-1pm","OPEN_HOUSE","7552172"
"8356 E San Ramon Dr, Scottsdale, AZ 85258","Scottsdale","AZ","8356 E San Ramon Dr","85258","2618",,"3","4","HomeSmart","$","true","7867033","false","false","false","false","false","33.569626","-111.90005","true","Open House - 0:00 - 4:00 PM","2024-06-01T12:00:00","$1,200,000","false","House for sale","FOR_SALE","1200000","Open: Sat. 12-4pm","OPEN_HOUSE","7867033"
"3757 E Kent Dr, Phoenix, AZ 85044","Phoenix","AZ","3757 E Kent Dr","85044","1689",,"3","3","Realty ONE Group","$","true","8254948","false","false","false","false","false","33.323","-112.001366","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$540,000","false","House for sale","FOR_SALE","540000","Open: Sat. 10am-2pm","OPEN_HOUSE","8254948"
"9216 W Via Del Sol, Peoria, AZ 85383","Peoria","AZ","9216 W Via Del Sol","85383","4391",,"5","4","Premier Realty Group","$","true","240311246","false","false","false","false","false","33.68294","-112.25766","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$2,195,000","false","House for sale","FOR_SALE","2195000","Open: Sat. 11am-2pm","OPEN_HOUSE","240311246"
"1435 E Monte Vista Rd, Phoenix, AZ 85006","Phoenix","AZ","1435 E Monte Vista Rd","85006","1468",,"3","3","HomeSmart","$","true","7532369","false","false","false","false","false","33.47096","-112.050446","true","Open House - 9:30 AM - 1:00 PM","2024-06-01T09:30:00","$750,000","false","House for sale","FOR_SALE","750000","Open: Sat. 9:30am-1pm","OPEN_HOUSE","7532369"
"9008 E Friess Dr, Scottsdale, AZ 85260","Scottsdale","AZ","9008 E Friess Dr","85260","2068",,"2","3","Russ Lyon Sotheby's International Realty","$","true","8043532","false","false","false","false","false","33.613796","-111.88679","true","Open House - 11:00 AM - 2:00 PM","2024-05-30T11:00:00","$889,000","false","House for sale","FOR_SALE","889000","Open: Thu. 11am-2pm","OPEN_HOUSE","8043532"
"2521 E Carol Ave, Phoenix, AZ 85028","Phoenix","AZ","2521 E Carol Ave","85028","2386",,"2","3","Keller Williams Realty Sonoran Living","$","true","7811945","false","false","false","false","false","33.57229","-112.02716","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$945,000","false","House for sale","FOR_SALE","945000","Open: Sun. 11am-2pm","OPEN_HOUSE","7811945"
"13007 W Lowden Rd, Peoria, AZ 85383","Peoria","AZ","13007 W Lowden Rd","85383","4676",,"3","4","Re/Max Fine Properties","$","true","81983589","false","false","false","false","false","33.761974","-112.34154","true","Open House - 9:00 AM - 1:00 PM","2024-06-02T09:00:00","$1,300,000","false","House for sale","FOR_SALE","1300000","Open: Sun. 9am-1pm","OPEN_HOUSE","81983589"
"1326 W Roosevelt St, Phoenix, AZ 85007","Phoenix","AZ","1326 W Roosevelt St","85007","1448",,"2","3","Citiea","$","true","7521188","false","false","false","false","false","33.458935","-112.09027","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$550,000","false","House for sale","FOR_SALE","550000","Open: Sat. 10am-12pm","OPEN_HOUSE","7521188"
"20613 N 31st Ave, Phoenix, AZ 85027","Phoenix","AZ","20613 N 31st Ave","85027","910",,"2","2","eXp Realty","$","true","7934594","false","false","false","false","false","33.674076","-112.12573","true","Open House - 2:00 - 5:00 PM","2024-05-31T14:00:00","$299,000","false","Multi-family home for sale","FOR_SALE","299000","Open: Fri. 2-5pm","OPEN_HOUSE","7934594"
"9035 W State Ave, Glendale, AZ 85305","Glendale","AZ","9035 W State Ave","85305","1903",,"3","3","Realty Executives","$","true","95128161","false","false","false","false","false","33.5424","-112.254166","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$399,990","false","House for sale","FOR_SALE","399990","Open: Sat. 10am-2pm","OPEN_HOUSE","95128161"
"8717 W Turney Ave, Phoenix, AZ 85037","Phoenix","AZ","8717 W Turney Ave","85037","2156",,"2","3","Realty Executives","$","true","7467082","false","false","false","false","false","33.499214","-112.2475","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$225K","false","Auction","FOR_SALE","225000","Open: Sun. 12-3pm","OPEN_HOUSE","7467082"
"4937 E Rockridge Rd, Phoenix, AZ 85018","Phoenix","AZ","4937 E Rockridge Rd","85018","13286",,"10","5","Arizona Best Real Estate","$","true","7838171","false","false","false","false","false","33.51059","-111.97496","true","Open House - 5:30 - 7:30 PM","2024-06-12T17:30:00","$7.90M","false","Auction","FOR_SALE","7900000","Open: 6/12 5:30-7:30pm","OPEN_HOUSE","7838171"
"4463 W Oraibi Dr, Glendale, AZ 85308","Glendale","AZ","4463 W Oraibi Dr","85308","1504",,"3","3","Citiea","$","true","7938337","false","false","false","false","false","33.663025","-112.15573","true","Open House - 5:30 - 7:30 PM","2024-06-04T17:30:00","$409,000","false","House for sale","FOR_SALE","409000","Open: Tue. 5:30-7:30pm","OPEN_HOUSE","7938337"
"8352 W San Juan Ave, Glendale, AZ 85305","Glendale","AZ","8352 W San Juan Ave","85305","2511",,"3","4","Real Broker","$","true","60332618","false","false","false","false","false","33.518444","-112.23879","true","Open House - 2:00 - 6:00 PM","2024-05-30T14:00:00","$625,000","false","House for sale","FOR_SALE","625000","Open: Thu. 2-6pm","OPEN_HOUSE","60332618"
"7137 E Rancho Vista Dr UNIT 7008, Scottsdale, AZ 85251","Scottsdale","AZ","7137 E Rancho Vista Dr UNIT 7008","85251","1955",,"3","2","Launch Powered By Compass","$","true","81991386","false","false","false","false","false","33.506516","-111.928345","true","Open House - 10:00 AM - 1:00 PM","2024-05-30T10:00:00","$1,995,000","false","Apartment for sale","FOR_SALE","1995000","Open: Thu. 10am-1pm","OPEN_HOUSE","81991386"
"4039 E Paradise Dr, Phoenix, AZ 85028","Phoenix","AZ","4039 E Paradise Dr","85028","1853",,"2","3","Realty ONE Group","$","true","7826084","false","false","false","false","false","33.59482","-111.991425","true","Open House - 9:00 - 11:00 AM","2024-06-01T09:00:00","$665,000","false","House for sale","FOR_SALE","665000","Open: Sat. 9-11am","OPEN_HOUSE","7826084"
"7276 E Softwind Dr, Scottsdale, AZ 85255","Scottsdale","AZ","7276 E Softwind Dr","85255","1652",,"2","3","Berkshire Hathaway HomeServices Arizona Properties","$","true","7982713","false","false","false","false","false","33.70388","-111.92314","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$700,000","false","House for sale","FOR_SALE","700000","Open: Sat. 11am-2pm","OPEN_HOUSE","7982713"
"6782 W Skylark Dr, Glendale, AZ 85308","Glendale","AZ","6782 W Skylark Dr","85308","3325",,"3","5","My Home Group Real Estate","$","true","7887171","false","false","false","false","false","33.67435","-112.20483","true","Open House - 11:00 AM - 3:00 PM","2024-06-02T11:00:00","$1,199,000","false","House for sale","FOR_SALE","1199000","Open: Sun. 11am-3pm","OPEN_HOUSE","7887171"
"907 E Gary Ln, Phoenix, AZ 85042","Phoenix","AZ","907 E Gary Ln","85042","2433",,"3","4","My Home Group Real Estate","$","true","52478583","false","false","false","false","false","33.372944","-112.06141","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$544,990","false","House for sale","FOR_SALE","544990","Open: Sat. 10am-2pm","OPEN_HOUSE","52478583"
"5414 N 82nd St, Scottsdale, AZ 85250","Scottsdale","AZ","5414 N 82nd St","85250","2011",,"2","3","eXp Realty","$","true","7850202","false","false","false","false","false","33.515682","-111.90477","true","Open House - 9:30 AM - 0:00 PM","2024-06-01T09:30:00","$950,000","false","House for sale","FOR_SALE","950000","Open: Sat. 9:30am-12pm","OPEN_HOUSE","7850202"
"1044 E Alameda Dr, Tempe, AZ 85282","Tempe","AZ","1044 E Alameda Dr","85282","2464",,"2","4","eXp Realty","$","true","7594795","false","false","false","false","false","33.400494","-111.92248","true","Open House - 3:00 - 7:30 PM","2024-05-30T15:00:00","$779,000","false","House for sale","FOR_SALE","779000","Open: Thu. 3-7:30pm","OPEN_HOUSE","7594795"
"10726 E Tamarisk Way, Scottsdale, AZ 85262","Scottsdale","AZ","10726 E Tamarisk Way","85262","2922",,"3","3","Russ Lyon Sotheby's International Realty","$","true","8082414","false","false","false","false","false","33.86135","-111.84912","true","Open House - 2:00 - 5:00 PM","2024-06-01T14:00:00","$1,395,000","false","House for sale","FOR_SALE","1395000","Open: Sat. 2-5pm","OPEN_HOUSE","8082414"
"5141 W Quail Track Dr, Phoenix, AZ 85083","Phoenix","AZ","5141 W Quail Track Dr","85083","2126",,"2","4","Superlative Realty","$","true","118419572","false","false","false","false","false","33.730335","-112.16999","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$675,000","false","House for sale","FOR_SALE","675000","Open: Sat. 12-3pm","OPEN_HOUSE","118419572"
"1409 E Coyote Wash Dr, Phoenix, AZ 85085","Phoenix","AZ","1409 E Coyote Wash Dr","85085","5469",,"5","6","Realty Executives","$","true","95094703","false","false","false","false","false","33.788967","-112.05199","true","Open House - 1:00 - 4:00 PM","2024-06-02T13:00:00","$2,800,000","false","House for sale","FOR_SALE","2800000","Open: Sun. 1-4pm","OPEN_HOUSE","95094703"
"2940 N 71st Ave, Phoenix, AZ 85033","Phoenix","AZ","2940 N 71st Ave","85033","1572",,"2","4","Citiea","$","true","7468441","false","false","false","false","false","33.481815","-112.21219","true","Open House - 9:30 - 11:00 AM","2024-06-01T09:30:00","$399,000","false","House for sale","FOR_SALE","399000","Open: Sat. 9:30-11am","OPEN_HOUSE","7468441"
"4308 E Knudsen Dr, Phoenix, AZ 85050","Phoenix","AZ","4308 E Knudsen Dr","85050","2290",,"3","4","HomeSmart","$","true","94882908","false","false","false","false","false","33.69544","-111.97797","true","Open House - 9:00 AM - 0:00 PM","2024-06-01T09:00:00","$870,000","false","House for sale","FOR_SALE","870000","Open: Sat. 9am-12pm","OPEN_HOUSE","94882908"
"1997 E Duke Dr, Tempe, AZ 85283","Tempe","AZ","1997 E Duke Dr","85283","1602",,"2","3","West USA Realty","$","true","8136329","false","false","false","false","false","33.37682","-111.90085","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$494,875","false","House for sale","FOR_SALE","494875","Open: Sat. 10am-1pm","OPEN_HOUSE","8136329"
"2640 N 46th Ave, Phoenix, AZ 85035","Phoenix","AZ","2640 N 46th Ave","85035","1428",,"2","4","Blossom Realty, LLC","$","true","7499343","false","false","false","false","false","33.47827","-112.15798","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$375,000","false","House for sale","FOR_SALE","375000","Open: Sat. 11am-2pm","OPEN_HOUSE","7499343"
"6525 E Oak St, Scottsdale, AZ 85257","Scottsdale","AZ","6525 E Oak St","85257","1976",,"2","3","Custom Realty","$","true","7571951","false","false","false","false","false","33.472694","-111.94009","true","Open House - 1:00 - 4:00 PM","2024-06-02T13:00:00","$640,000","false","House for sale","FOR_SALE","640000","Open: Sun. 1-4pm","OPEN_HOUSE","7571951"
"5022 E Anderson Dr, Scottsdale, AZ 85254","Scottsdale","AZ","5022 E Anderson Dr","85254","2143",,"3","3","DRH Properties Inc","$","true","351021055","false","false","false","false","false","33.64362","-111.972496","true","Open House - 3:00 - 5:00 PM","2024-05-31T15:00:00","$659,990","false","New construction","FOR_SALE","659990","Open: Fri. 3-5pm","OPEN_HOUSE","351021055"
"5018 E Hartford Ave, Scottsdale, AZ 85254","Scottsdale","AZ","5018 E Hartford Ave","85254","2311",,"3","4","DRH Properties Inc","$","true","351022163","false","false","false","false","false","33.64248","-111.97258","true","Open House - 11:00 AM - 5:00 PM","2024-05-30T11:00:00","$679,990","false","New construction","FOR_SALE","679990","Open: Thu. 11am-5pm","OPEN_HOUSE","351022163"
"6213 E Bramble Berry Ln, Cave Creek, AZ 85331","Cave Creek","AZ","6213 E Bramble Berry Ln","85331","3037",,"3","3","Keller Williams Arizona Realty","$","true","95092325","false","false","false","false","false","33.782307","-111.94736","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$1,390,000","false","House for sale","FOR_SALE","1390000","Open: Sat. 11am-2pm","OPEN_HOUSE","95092325"
"4013 N 34th St, Phoenix, AZ 85018","Phoenix","AZ","4013 N 34th St","85018","3707",,"6","5","HomeSmart","$","true","7565096","false","false","false","false","false","33.493847","-112.00831","true","Open House - 10:00 AM - 3:00 PM","2024-05-31T10:00:00","$2,499,999","false","House for sale","FOR_SALE","2499999","Open: Fri. 10am-3pm","OPEN_HOUSE","7565096"
"12099 W Red Hawk Dr, Peoria, AZ 85383","Peoria","AZ","12099 W Red Hawk Dr","85383","2228",,"3","2","RE/MAX Professionals","$","true","95141147","false","false","false","false","false","33.75706","-112.32149","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$599,000","false","Townhouse for sale","FOR_SALE","599000","Open: Sat. 11am-2pm","OPEN_HOUSE","95141147"
"2366 E Shea Blvd, Phoenix, AZ 85028","Phoenix","AZ","2366 E Shea Blvd","85028","2565",,"3","4","HomeSmart","$","true","7816054","false","false","false","false","false","33.582485","-112.03079","true","Open House - 10:00 AM - 2:00 PM","2024-05-31T10:00:00","$850,000","false","House for sale","FOR_SALE","850000","Open: Fri. 10am-2pm","OPEN_HOUSE","7816054"
"3016 N 84th Pl, Scottsdale, AZ 85251","Scottsdale","AZ","3016 N 84th Pl","85251","1841",,"3","3","DeLex Realty","$","true","7575607","false","false","false","false","false","33.48254","-111.89938","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$1,199,000","false","House for sale","FOR_SALE","1199000","Open: Sat. 10am-1pm","OPEN_HOUSE","7575607"
"3323 E Oregon Ave, Phoenix, AZ 85018","Phoenix","AZ","3323 E Oregon Ave","85018","2143",,"3","3","RETSY","$","true","7832921","false","false","false","false","false","33.5144","-112.009254","true","Open House - 2:00 - 5:00 PM","2024-05-30T14:00:00","$1,495,000","false","House for sale","FOR_SALE","1495000","Open: Thu. 2-5pm","OPEN_HOUSE","7832921"
"4006 N 88th Ln, Phoenix, AZ 85037","Phoenix","AZ","4006 N 88th Ln","85037","1258",,"2","3","eXp Realty","$","true","7470876","false","false","false","false","false","33.49261","-112.250206","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$365,000","false","House for sale","FOR_SALE","365000","Open: Sat. 11am-2pm","OPEN_HOUSE","7470876"
"2019 W Spur Dr, Phoenix, AZ 85085","Phoenix","AZ","2019 W Spur Dr","85085","3084",,"3","4","Keller Williams Northeast Realty","$","true","81967666","false","false","false","false","false","33.72617","-112.10323","true","Open House - 2:00 - 5:00 PM","2024-06-01T14:00:00","$799,900","false","House for sale","FOR_SALE","799900","Open: Sat. 2-5pm","OPEN_HOUSE","81967666"
"3511 E Marco Polo Rd, Phoenix, AZ 85050","Phoenix","AZ","3511 E Marco Polo Rd","85050","1602",,"2","3","eXp Realty","$","true","7997937","false","false","false","false","false","33.666233","-112.0061","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$599,900","false","House for sale","FOR_SALE","599900","Open: Sat. 1-4pm","OPEN_HOUSE","7997937"
"2725 E Mine Creek Rd UNIT 2162, Phoenix, AZ 85024","Phoenix","AZ","2725 E Mine Creek Rd UNIT 2162","85024","1091",,"2","2","My Home Group Real Estate","$","true","95168802","false","false","false","false","false","33.703186","-112.025246","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$360,000","false","Townhouse for sale","FOR_SALE","360000","Open: Sat. 11am-2pm","OPEN_HOUSE","95168802"
"6346 N 14th St, Phoenix, AZ 85014","Phoenix","AZ","6346 N 14th St","85014","2283",,"3","3","Keller Williams Arizona Realty","$","true","7796964","false","false","false","false","false","33.53073","-112.0517","true","Open House - 9:00 - 11:00 AM","2024-05-30T09:00:00","$745,000","false","Townhouse for sale","FOR_SALE","745000","Open: Thu. 9-11am","OPEN_HOUSE","7796964"
"9255 W Buckskin Trl, Peoria, AZ 85383","Peoria","AZ","9255 W Buckskin Trl","85383","4089",,"4","4","Launch Powered By Compass","$","true","65438635","false","false","false","false","false","33.712215","-112.25852","true","Open House - 11:00 AM - 1:00 PM","2024-05-31T11:00:00","$1,490,000","false","House for sale","FOR_SALE","1490000","Open: Fri. 11am-1pm","OPEN_HOUSE","65438635"
"4120 E Fairmount Ave, Phoenix, AZ 85018","Phoenix","AZ","4120 E Fairmount Ave","85018","3566",,"4","4","Griggs's Group Powered by The Altman Brothers","$","true","7564220","false","false","false","false","false","33.493046","-111.99259","true","Open House - 10:00 AM - 3:00 PM","2024-05-31T10:00:00","$1,850,000","false","House for sale","FOR_SALE","1850000","Open: Fri. 10am-3pm","OPEN_HOUSE","7564220"
"16833 S 1st Ave, Phoenix, AZ 85045","Phoenix","AZ","16833 S 1st Ave","85045","2294",,"2","3","HomeSmart","$","true","8284434","false","false","false","false","false","33.293476","-112.08297","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$660,000","false","House for sale","FOR_SALE","660000","Open: Sat. 10am-1pm","OPEN_HOUSE","8284434"
"9926 E Kemper Way, Scottsdale, AZ 85255","Scottsdale","AZ","9926 E Kemper Way","85255","6649",,"5","4","West USA Realty","$","true","95150972","false","false","false","false","false","33.66181","-111.86712","true","Open House - 0:00 - 3:00 PM","2024-05-31T12:00:00","$7,999,000","false","House for sale","FOR_SALE","7999000","Open: Fri. 12-3pm","OPEN_HOUSE","95150972"
"114 W Adams St UNIT 204, Phoenix, AZ 85003","Phoenix","AZ","114 W Adams St UNIT 204","85003","876",,"1","1","Phoenix Urban Spaces","$","true","81993017","false","false","false","false","false","33.449696","-112.075424","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$360,000","false","Apartment for sale","FOR_SALE","360000","Open: Sat. 10am-12pm","OPEN_HOUSE","81993017"
"8307 E Davenport Dr, Scottsdale, AZ 85260","Scottsdale","AZ","8307 E Davenport Dr","85260","2992",,"3","5","Real Broker","$","true","7861551","false","false","false","false","false","33.60888","-111.900826","true","Open House - 2:00 - 5:00 PM","2024-05-31T14:00:00","$2,950,000","false","House for sale","FOR_SALE","2950000","Open: Fri. 2-5pm","OPEN_HOUSE","7861551"
"8959 E Surrey Ave, Scottsdale, AZ 85260","Scottsdale","AZ","8959 E Surrey Ave","85260","2940",,"3","5","eXp Realty","$","true","8056612","false","false","false","false","false","33.60598","-111.88799","true","Open House - 0:00 - 2:00 PM","2024-05-31T12:00:00","$1,350,000","false","House for sale","FOR_SALE","1350000","Open: Fri. 12-2pm","OPEN_HOUSE","8056612"
"4327 N 69th Way, Scottsdale, AZ 85251","Scottsdale","AZ","4327 N 69th Way","85251","2503",,"2","3","Guardian Realty & Mgmt, Inc","$","true","7845674","false","false","false","false","false","33.49946","-111.93134","true","Open House - 11:00 AM - 1:00 PM","2024-06-01T11:00:00","$1,125,000","false","Townhouse for sale","FOR_SALE","1125000","Open: Sat. 11am-1pm","OPEN_HOUSE","7845674"
"6960 W Peoria Ave #17, Peoria, AZ 85345","Peoria","AZ","6960 W Peoria Ave #17","85345","1288",,"2","3","Citiea","$","true","2062007044","false","false","false","false","false","33.58416","-112.20777","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$157,000","false","Home for sale","FOR_SALE","157000","Open: Sat. 10am-12pm","OPEN_HOUSE","2062007044"
"33575 N Dove Lakes Dr UNIT 2015, Cave Creek, AZ 85331","Cave Creek","AZ","33575 N Dove Lakes Dr UNIT 2015","85331","1383",,"2","2","The Brokery","$","true","95154185","false","false","false","false","false","33.78966","-111.990555","true","Open House - 10:00 AM - 0:00 PM","2024-06-01T10:00:00","$431,900","false","Apartment for sale","FOR_SALE","431900","Open: Sat. 10am-12pm","OPEN_HOUSE","95154185"
"36578 N Boulder View Dr, Scottsdale, AZ 85262","Scottsdale","AZ","36578 N Boulder View Dr","85262","3381",,"5","4","Russ Lyon Sotheby's International Realty","$","true","67762405","false","false","false","false","false","33.817245","-111.84091","true","Open House - 0:00 - 4:00 PM","2024-05-31T12:00:00","$1,750,000","false","House for sale","FOR_SALE","1750000","Open: Fri. 12-4pm","OPEN_HOUSE","67762405"
"5022 W Vogel Ave, Glendale, AZ 85302","Glendale","AZ","5022 W Vogel Ave","85302","1661",,"2","3","My Home Group Real Estate","$","true","7730222","false","false","false","false","false","33.572575","-112.16717","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$425,000","false","House for sale","FOR_SALE","425000","Open: Sat. 10am-2pm","OPEN_HOUSE","7730222"
"3118 E Earll Dr, Phoenix, AZ 85016","Phoenix","AZ","3118 E Earll Dr","85016","1414",,"2","3","Realty ONE Group","$","true","7538431","false","false","false","false","false","33.484417","-112.014496","true","Open House - 11:00 AM - 4:00 PM","2024-05-31T11:00:00","$619,000","false","House for sale","FOR_SALE","619000","Open: Fri. 11am-4pm","OPEN_HOUSE","7538431"
"26980 N 70th Ln, Peoria, AZ 85383","Peoria","AZ","26980 N 70th Ln","85383","2628",,"4","4","Howe Realty","$","true","316075851","false","false","false","false","false","33.728893","-112.21163","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$745,000","false","House for sale","FOR_SALE","745000","Open: Sat. 10am-2pm","OPEN_HOUSE","316075851"
"8032 E Wilshire Dr, Scottsdale, AZ 85257","Scottsdale","AZ","8032 E Wilshire Dr","85257","2639",,"4","4","eXp Realty","$","true","7577041","false","false","false","false","false","33.47616","-111.90737","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$1,299,900","false","House for sale","FOR_SALE","1299900","Open: Sat. 1-4pm","OPEN_HOUSE","7577041"
"6258 N 73rd St, Scottsdale, AZ 85250","Scottsdale","AZ","6258 N 73rd St","85250","2475",,"3","3","HomeSmart","$","true","7857560","false","false","false","false","false","33.528427","-111.9239","true","Open House - 11:00 AM - 1:00 PM","2024-05-30T11:00:00","$849,900","false","Townhouse for sale","FOR_SALE","849900","Open: Thu. 11am-1pm","OPEN_HOUSE","7857560"
"4731 N 87th Ave, Phoenix, AZ 85037","Phoenix","AZ","4731 N 87th Ave","85037","1065",,"2","3","Opendoor Brokerage, LLC","$","true","7483437","false","false","false","false","false","33.50634","-112.24612","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$346,000","false","House for sale","FOR_SALE","346000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7483437"
"3716 E Blanche Dr, Phoenix, AZ 85032","Phoenix","AZ","3716 E Blanche Dr","85032","1096",,"2","3","eXp Realty","$","true","8013222","false","false","false","false","false","33.623604","-112.00236","true","Open House - 2:00 - 6:00 PM","2024-05-31T14:00:00","$449,900","false","House for sale","FOR_SALE","449900","Open: Fri. 2-6pm","OPEN_HOUSE","8013222"
"5702 N 13th St, Phoenix, AZ 85014","Phoenix","AZ","5702 N 13th St","85014","2440",,"5","4","Realty ONE Group","$","true","7799598","false","false","false","false","false","33.520294","-112.05387","true","Open House - 4:00 - 6:00 PM","2024-05-30T16:00:00","$1,150,000","false","House for sale","FOR_SALE","1150000","Open: Thu. 4-6pm","OPEN_HOUSE","7799598"
"2534 N Dayton St, Phoenix, AZ 85006","Phoenix","AZ","2534 N Dayton St","85006","943",,"1","2","HomeSmart","$","true","7533535","false","false","false","false","false","33.476032","-112.05985","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$450,000","false","House for sale","FOR_SALE","450000","Open: Sat. 10am-1pm","OPEN_HOUSE","7533535"
"7609 N 72nd Ave, Glendale, AZ 85303","Glendale","AZ","7609 N 72nd Ave","85303","2364",,"3","4","Libertas Real Estate","$","true","59270694","false","false","false","false","false","33.547478","-112.21405","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$474,000","false","House for sale","FOR_SALE","474000","Open: Sat. 10am-2pm","OPEN_HOUSE","59270694"
"23810 N 123rd Pl, Scottsdale, AZ 85255","Scottsdale","AZ","23810 N 123rd Pl","85255","3489",,"4","3","Toll Brothers Real Estate","$","true","2054484810","false","false","false","false","false","33.70194","-111.81332","true","Open House - 10:00 AM - 5:00 PM","2024-06-01T10:00:00","$1,899,995","false","New construction","FOR_SALE","1899995","Open: M: 10:00 AM-5:30 ...","OPEN_HOUSE","2054484810"
"5746 N Scottsdale Rd, Paradise Valley, AZ 85253","Paradise Valley","AZ","5746 N Scottsdale Rd","85253","1184",,"2","2","DeLex Realty","$","true","7840789","false","false","false","false","false","33.52062","-111.92739","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$749,000","false","House for sale","FOR_SALE","749000","Open: Sat. 10am-1pm","OPEN_HOUSE","7840789"
"9410 E Mohawk Ln, Scottsdale, AZ 85255","Scottsdale","AZ","9410 E Mohawk Ln","85255","2501",,"3","3","Buyers Information Service, Inc.","$","true","8065469","false","false","false","false","false","33.673016","-111.87821","true","Open House - 10:00 AM - 0:30 PM","2024-06-01T10:00:00","$1,188,800","false","House for sale","FOR_SALE","1188800","Open: Sat. 10am-12:30pm","OPEN_HOUSE","8065469"
"3704 W Glass Ln, Phoenix, AZ 85041","Phoenix","AZ","3704 W Glass Ln","85041","2198",,"3","4","Realty ONE Group","$","true","62727826","false","false","false","false","false","33.384567","-112.13836","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$423,900","false","House for sale","FOR_SALE","423900","Open: Sat. 11am-3pm","OPEN_HOUSE","62727826"
"4401 E Spur Dr, Cave Creek, AZ 85331","Cave Creek","AZ","4401 E Spur Dr","85331","3479",,"3","4","Opendoor Brokerage, LLC","$","true","7984972","false","false","false","false","false","33.7266","-111.98647","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$841,000","false","House for sale","FOR_SALE","841000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7984972"
